,FIPS,STNAME,CTYNAME,YEAR,POPULATION
6689,13099,Georgia,Early County,POPESTIMATE2005,11749.0
6690,13099,Georgia,Early County,POPESTIMATE2006,11648.0
6691,13099,Georgia,Early County,POPESTIMATE2007,11429.0
6692,13099,Georgia,Early County,POPESTIMATE2008,11262.0
6693,13099,Georgia,Early County,POPESTIMATE2009,11101.0
6694,13099,Georgia,Early County,POPESTIMATE2011,10788.0
6695,13099,Georgia,Early County,POPESTIMATE2012,10639.0
6696,13099,Georgia,Early County,POPESTIMATE2013,10537.0
6697,13099,Georgia,Early County,POPESTIMATE2014,10447.0
6698,13099,Georgia,Early County,POPESTIMATE2015,10452.0
6699,13101,Georgia,Echols County,CENSUS2010,4034.0
6700,13101,Georgia,Echols County,ESTIMATESBASE2000,3747.0
6701,13101,Georgia,Echols County,ESTIMATESBASE2010,4027.0
6702,13101,Georgia,Echols County,POPESTIMATE2003,3844.0
6703,13101,Georgia,Echols County,POPESTIMATE2004,3926.0
6704,13101,Georgia,Echols County,POPESTIMATE2005,3946.0
6705,13101,Georgia,Echols County,POPESTIMATE2006,3913.0
6706,13101,Georgia,Echols County,POPESTIMATE2007,3938.0
6707,13101,Georgia,Echols County,POPESTIMATE2008,3954.0
6708,13101,Georgia,Echols County,POPESTIMATE2009,4012.0
6709,13101,Georgia,Echols County,POPESTIMATE2011,4067.0
6710,13101,Georgia,Echols County,POPESTIMATE2012,3970.0
6711,13101,Georgia,Echols County,POPESTIMATE2013,3996.0
6712,13101,Georgia,Echols County,POPESTIMATE2014,4037.0
6713,13101,Georgia,Echols County,POPESTIMATE2015,4037.0
6714,13103,Georgia,Effingham County,CENSUS2010,52250.0
6715,13103,Georgia,Effingham County,ESTIMATESBASE2000,37522.0
6716,13103,Georgia,Effingham County,ESTIMATESBASE2010,52257.0
6717,13103,Georgia,Effingham County,POPESTIMATE2003,42168.0
6718,13103,Georgia,Effingham County,POPESTIMATE2004,43674.0
6719,13103,Georgia,Effingham County,POPESTIMATE2005,45729.0
6720,13103,Georgia,Effingham County,POPESTIMATE2006,47823.0
6721,13103,Georgia,Effingham County,POPESTIMATE2007,49660.0
6722,13103,Georgia,Effingham County,POPESTIMATE2008,50738.0
6723,13103,Georgia,Effingham County,POPESTIMATE2009,51908.0
6724,13103,Georgia,Effingham County,POPESTIMATE2011,52690.0
6725,13103,Georgia,Effingham County,POPESTIMATE2012,53336.0
6726,13103,Georgia,Effingham County,POPESTIMATE2013,54428.0
6727,13103,Georgia,Effingham County,POPESTIMATE2014,55419.0
6728,13103,Georgia,Effingham County,POPESTIMATE2015,57086.0
6729,13105,Georgia,Elbert County,CENSUS2010,20166.0
6730,13105,Georgia,Elbert County,ESTIMATESBASE2000,20509.0
6731,13105,Georgia,Elbert County,ESTIMATESBASE2010,20166.0
6732,13105,Georgia,Elbert County,POPESTIMATE2003,20572.0
6733,13105,Georgia,Elbert County,POPESTIMATE2004,20693.0
6734,13105,Georgia,Elbert County,POPESTIMATE2005,20593.0
6735,13105,Georgia,Elbert County,POPESTIMATE2006,20631.0
6736,13105,Georgia,Elbert County,POPESTIMATE2007,20551.0
6737,13105,Georgia,Elbert County,POPESTIMATE2008,20477.0
6738,13105,Georgia,Elbert County,POPESTIMATE2009,20335.0
6739,13105,Georgia,Elbert County,POPESTIMATE2011,19822.0
6740,13105,Georgia,Elbert County,POPESTIMATE2012,19575.0
6741,13105,Georgia,Elbert County,POPESTIMATE2013,19487.0
6742,13105,Georgia,Elbert County,POPESTIMATE2014,19389.0
6743,13105,Georgia,Elbert County,POPESTIMATE2015,19299.0
6744,13107,Georgia,Emanuel County,CENSUS2010,22598.0
6745,13107,Georgia,Emanuel County,ESTIMATESBASE2000,21856.0
6746,13107,Georgia,Emanuel County,ESTIMATESBASE2010,22600.0
6747,13107,Georgia,Emanuel County,POPESTIMATE2003,21616.0
6748,13107,Georgia,Emanuel County,POPESTIMATE2004,21579.0
6749,13107,Georgia,Emanuel County,POPESTIMATE2005,21777.0
6750,13107,Georgia,Emanuel County,POPESTIMATE2006,22091.0
6751,13107,Georgia,Emanuel County,POPESTIMATE2007,22109.0
6752,13107,Georgia,Emanuel County,POPESTIMATE2008,22421.0
6753,13107,Georgia,Emanuel County,POPESTIMATE2009,22456.0
6754,13107,Georgia,Emanuel County,POPESTIMATE2011,22492.0
6755,13107,Georgia,Emanuel County,POPESTIMATE2012,22737.0
6756,13107,Georgia,Emanuel County,POPESTIMATE2013,22634.0
6757,13107,Georgia,Emanuel County,POPESTIMATE2014,22486.0
6758,13107,Georgia,Emanuel County,POPESTIMATE2015,22477.0
6759,13109,Georgia,Evans County,CENSUS2010,11000.0
6760,13109,Georgia,Evans County,ESTIMATESBASE2000,10485.0
6761,13109,Georgia,Evans County,ESTIMATESBASE2010,11002.0
6762,13109,Georgia,Evans County,POPESTIMATE2003,11020.0
6763,13109,Georgia,Evans County,POPESTIMATE2004,10889.0
6764,13109,Georgia,Evans County,POPESTIMATE2005,10895.0
6765,13109,Georgia,Evans County,POPESTIMATE2006,10889.0
6766,13109,Georgia,Evans County,POPESTIMATE2007,10899.0
6767,13109,Georgia,Evans County,POPESTIMATE2008,11020.0
6768,13109,Georgia,Evans County,POPESTIMATE2009,11016.0
6769,13109,Georgia,Evans County,POPESTIMATE2011,10978.0
6770,13109,Georgia,Evans County,POPESTIMATE2012,10677.0
6771,13109,Georgia,Evans County,POPESTIMATE2013,10796.0
6772,13109,Georgia,Evans County,POPESTIMATE2014,10814.0
6773,13109,Georgia,Evans County,POPESTIMATE2015,10695.0
6774,13111,Georgia,Fannin County,CENSUS2010,23682.0
6775,13111,Georgia,Fannin County,ESTIMATESBASE2000,19792.0
6776,13111,Georgia,Fannin County,ESTIMATESBASE2010,23700.0
6777,13111,Georgia,Fannin County,POPESTIMATE2003,21424.0
6778,13111,Georgia,Fannin County,POPESTIMATE2004,21873.0
6779,13111,Georgia,Fannin County,POPESTIMATE2005,22174.0
6780,13111,Georgia,Fannin County,POPESTIMATE2006,22758.0
6781,13111,Georgia,Fannin County,POPESTIMATE2007,23185.0
6782,13111,Georgia,Fannin County,POPESTIMATE2008,23416.0
6783,13111,Georgia,Fannin County,POPESTIMATE2009,23661.0
6784,13111,Georgia,Fannin County,POPESTIMATE2011,23635.0
6785,13111,Georgia,Fannin County,POPESTIMATE2012,23605.0
6786,13111,Georgia,Fannin County,POPESTIMATE2013,23821.0
6787,13111,Georgia,Fannin County,POPESTIMATE2014,23856.0
6788,13111,Georgia,Fannin County,POPESTIMATE2015,24439.0
6789,13113,Georgia,Fayette County,CENSUS2010,106567.0
6790,13113,Georgia,Fayette County,ESTIMATESBASE2000,91313.0
6791,13113,Georgia,Fayette County,ESTIMATESBASE2010,106564.0
6792,13113,Georgia,Fayette County,POPESTIMATE2003,97634.0
6793,13113,Georgia,Fayette County,POPESTIMATE2004,99443.0
6794,13113,Georgia,Fayette County,POPESTIMATE2005,101961.0
6795,13113,Georgia,Fayette County,POPESTIMATE2006,104099.0
6796,13113,Georgia,Fayette County,POPESTIMATE2007,104989.0
6797,13113,Georgia,Fayette County,POPESTIMATE2008,105192.0
6798,13113,Georgia,Fayette County,POPESTIMATE2009,105493.0
6799,13113,Georgia,Fayette County,POPESTIMATE2011,107151.0
6800,13113,Georgia,Fayette County,POPESTIMATE2012,107316.0
6801,13113,Georgia,Fayette County,POPESTIMATE2013,108063.0
6802,13113,Georgia,Fayette County,POPESTIMATE2014,109217.0
6803,13113,Georgia,Fayette County,POPESTIMATE2015,110203.0
6804,13115,Georgia,Floyd County,CENSUS2010,96317.0
6805,13115,Georgia,Floyd County,ESTIMATESBASE2000,90622.0
6806,13115,Georgia,Floyd County,ESTIMATESBASE2010,96314.0
6807,13115,Georgia,Floyd County,POPESTIMATE2003,93539.0
6808,13115,Georgia,Floyd County,POPESTIMATE2004,94014.0
6809,13115,Georgia,Floyd County,POPESTIMATE2005,94332.0
6810,13115,Georgia,Floyd County,POPESTIMATE2006,95165.0
6811,13115,Georgia,Floyd County,POPESTIMATE2007,95308.0
6812,13115,Georgia,Floyd County,POPESTIMATE2008,95922.0
6813,13115,Georgia,Floyd County,POPESTIMATE2009,96383.0
6814,13115,Georgia,Floyd County,POPESTIMATE2011,96153.0
6815,13115,Georgia,Floyd County,POPESTIMATE2012,95934.0
6816,13115,Georgia,Floyd County,POPESTIMATE2013,95885.0
6817,13115,Georgia,Floyd County,POPESTIMATE2014,95890.0
6818,13115,Georgia,Floyd County,POPESTIMATE2015,96200.0
6819,13117,Georgia,Forsyth County,CENSUS2010,175511.0
6820,13117,Georgia,Forsyth County,ESTIMATESBASE2000,98360.0
6821,13117,Georgia,Forsyth County,ESTIMATESBASE2010,175511.0
6822,13117,Georgia,Forsyth County,POPESTIMATE2003,122698.0
6823,13117,Georgia,Forsyth County,POPESTIMATE2004,129639.0
6824,13117,Georgia,Forsyth County,POPESTIMATE2005,137643.0
6825,13117,Georgia,Forsyth County,POPESTIMATE2006,147228.0
6826,13117,Georgia,Forsyth County,POPESTIMATE2007,157129.0
6827,13117,Georgia,Forsyth County,POPESTIMATE2008,166338.0
6828,13117,Georgia,Forsyth County,POPESTIMATE2009,171993.0
6829,13117,Georgia,Forsyth County,POPESTIMATE2011,181812.0
6830,13117,Georgia,Forsyth County,POPESTIMATE2012,186825.0
6831,13117,Georgia,Forsyth County,POPESTIMATE2013,193852.0
6832,13117,Georgia,Forsyth County,POPESTIMATE2014,202659.0
6833,13117,Georgia,Forsyth County,POPESTIMATE2015,211228.0
6834,13119,Georgia,Franklin County,CENSUS2010,22084.0
6835,13119,Georgia,Franklin County,ESTIMATESBASE2000,20259.0
6836,13119,Georgia,Franklin County,ESTIMATESBASE2010,22086.0
6837,13119,Georgia,Franklin County,POPESTIMATE2003,21193.0
6838,13119,Georgia,Franklin County,POPESTIMATE2004,21430.0
6839,13119,Georgia,Franklin County,POPESTIMATE2005,21725.0
6840,13119,Georgia,Franklin County,POPESTIMATE2006,21956.0
6841,13119,Georgia,Franklin County,POPESTIMATE2007,22195.0
6842,13119,Georgia,Franklin County,POPESTIMATE2008,22254.0
6843,13119,Georgia,Franklin County,POPESTIMATE2009,22152.0
6844,13119,Georgia,Franklin County,POPESTIMATE2011,21967.0
6845,13119,Georgia,Franklin County,POPESTIMATE2012,21914.0
6846,13119,Georgia,Franklin County,POPESTIMATE2013,22043.0
6847,13119,Georgia,Franklin County,POPESTIMATE2014,22176.0
6848,13119,Georgia,Franklin County,POPESTIMATE2015,22262.0
6849,13121,Georgia,Fulton County,CENSUS2010,920581.0
6850,13121,Georgia,Fulton County,ESTIMATESBASE2000,815579.0
6851,13121,Georgia,Fulton County,ESTIMATESBASE2010,920441.0
6852,13121,Georgia,Fulton County,POPESTIMATE2003,812568.0
6853,13121,Georgia,Fulton County,POPESTIMATE2004,809481.0
6854,13121,Georgia,Fulton County,POPESTIMATE2005,818737.0
6855,13121,Georgia,Fulton County,POPESTIMATE2006,845181.0
6856,13121,Georgia,Fulton County,POPESTIMATE2007,869329.0
6857,13121,Georgia,Fulton County,POPESTIMATE2008,888694.0
6858,13121,Georgia,Fulton County,POPESTIMATE2009,905511.0
6859,13121,Georgia,Fulton County,POPESTIMATE2011,947410.0
6860,13121,Georgia,Fulton County,POPESTIMATE2012,973236.0
6861,13121,Georgia,Fulton County,POPESTIMATE2013,981562.0
6862,13121,Georgia,Fulton County,POPESTIMATE2014,992022.0
6863,13121,Georgia,Fulton County,POPESTIMATE2015,1005775.0
6864,13123,Georgia,Gilmer County,CENSUS2010,28292.0
6865,13123,Georgia,Gilmer County,ESTIMATESBASE2000,23367.0
6866,13123,Georgia,Gilmer County,ESTIMATESBASE2010,28281.0
6867,13123,Georgia,Gilmer County,POPESTIMATE2003,25575.0
6868,13123,Georgia,Gilmer County,POPESTIMATE2004,26175.0
6869,13123,Georgia,Gilmer County,POPESTIMATE2005,26808.0
6870,13123,Georgia,Gilmer County,POPESTIMATE2006,27665.0
6871,13123,Georgia,Gilmer County,POPESTIMATE2007,27996.0
6872,13123,Georgia,Gilmer County,POPESTIMATE2008,28211.0
6873,13123,Georgia,Gilmer County,POPESTIMATE2009,28174.0
6874,13123,Georgia,Gilmer County,POPESTIMATE2011,28302.0
6875,13123,Georgia,Gilmer County,POPESTIMATE2012,28262.0
6876,13123,Georgia,Gilmer County,POPESTIMATE2013,28696.0
6877,13123,Georgia,Gilmer County,POPESTIMATE2014,28979.0
6878,13123,Georgia,Gilmer County,POPESTIMATE2015,29497.0
6879,13125,Georgia,Glascock County,CENSUS2010,3082.0
6880,13125,Georgia,Glascock County,ESTIMATESBASE2000,2563.0
6881,13125,Georgia,Glascock County,ESTIMATESBASE2010,3082.0
6882,13125,Georgia,Glascock County,POPESTIMATE2003,2644.0
6883,13125,Georgia,Glascock County,POPESTIMATE2004,2720.0
6884,13125,Georgia,Glascock County,POPESTIMATE2005,2763.0
6885,13125,Georgia,Glascock County,POPESTIMATE2006,2893.0
6886,13125,Georgia,Glascock County,POPESTIMATE2007,2988.0
6887,13125,Georgia,Glascock County,POPESTIMATE2008,3010.0
6888,13125,Georgia,Glascock County,POPESTIMATE2009,3066.0
6889,13125,Georgia,Glascock County,POPESTIMATE2011,3099.0
6890,13125,Georgia,Glascock County,POPESTIMATE2012,3103.0
6891,13125,Georgia,Glascock County,POPESTIMATE2013,3055.0
6892,13125,Georgia,Glascock County,POPESTIMATE2014,3004.0
6893,13125,Georgia,Glascock County,POPESTIMATE2015,3018.0
6894,13127,Georgia,Glynn County,CENSUS2010,79626.0
6895,13127,Georgia,Glynn County,ESTIMATESBASE2000,67580.0
6896,13127,Georgia,Glynn County,ESTIMATESBASE2010,79625.0
6897,13127,Georgia,Glynn County,POPESTIMATE2003,70391.0
6898,13127,Georgia,Glynn County,POPESTIMATE2004,71475.0
6899,13127,Georgia,Glynn County,POPESTIMATE2005,72589.0
6900,13127,Georgia,Glynn County,POPESTIMATE2006,74870.0
6901,13127,Georgia,Glynn County,POPESTIMATE2007,76513.0
6902,13127,Georgia,Glynn County,POPESTIMATE2008,78013.0
6903,13127,Georgia,Glynn County,POPESTIMATE2009,78946.0
6904,13127,Georgia,Glynn County,POPESTIMATE2011,80097.0
6905,13127,Georgia,Glynn County,POPESTIMATE2012,80858.0
6906,13127,Georgia,Glynn County,POPESTIMATE2013,81494.0
6907,13127,Georgia,Glynn County,POPESTIMATE2014,82177.0
6908,13127,Georgia,Glynn County,POPESTIMATE2015,83373.0
6909,13129,Georgia,Gordon County,CENSUS2010,55186.0
6910,13129,Georgia,Gordon County,ESTIMATESBASE2000,44090.0
6911,13129,Georgia,Gordon County,ESTIMATESBASE2010,55186.0
6912,13129,Georgia,Gordon County,POPESTIMATE2003,48145.0
6913,13129,Georgia,Gordon County,POPESTIMATE2004,49426.0
6914,13129,Georgia,Gordon County,POPESTIMATE2005,50602.0
6915,13129,Georgia,Gordon County,POPESTIMATE2006,52161.0
6916,13129,Georgia,Gordon County,POPESTIMATE2007,53409.0
6917,13129,Georgia,Gordon County,POPESTIMATE2008,54567.0
6918,13129,Georgia,Gordon County,POPESTIMATE2009,54945.0
6919,13129,Georgia,Gordon County,POPESTIMATE2011,55478.0
6920,13129,Georgia,Gordon County,POPESTIMATE2012,55651.0
6921,13129,Georgia,Gordon County,POPESTIMATE2013,55731.0
6922,13129,Georgia,Gordon County,POPESTIMATE2014,55815.0
6923,13129,Georgia,Gordon County,POPESTIMATE2015,56329.0
6924,13131,Georgia,Grady County,CENSUS2010,25011.0
6925,13131,Georgia,Grady County,ESTIMATESBASE2000,23655.0
6926,13131,Georgia,Grady County,ESTIMATESBASE2010,25012.0
6927,13131,Georgia,Grady County,POPESTIMATE2003,23716.0
6928,13131,Georgia,Grady County,POPESTIMATE2004,23840.0
6929,13131,Georgia,Grady County,POPESTIMATE2005,24031.0
6930,13131,Georgia,Grady County,POPESTIMATE2006,24384.0
6931,13131,Georgia,Grady County,POPESTIMATE2007,24624.0
6932,13131,Georgia,Grady County,POPESTIMATE2008,24728.0
6933,13131,Georgia,Grady County,POPESTIMATE2009,24893.0
6934,13131,Georgia,Grady County,POPESTIMATE2011,25091.0
6935,13131,Georgia,Grady County,POPESTIMATE2012,25266.0
6936,13131,Georgia,Grady County,POPESTIMATE2013,25098.0
6937,13131,Georgia,Grady County,POPESTIMATE2014,25214.0
6938,13131,Georgia,Grady County,POPESTIMATE2015,25076.0
6939,13133,Georgia,Greene County,CENSUS2010,15994.0
6940,13133,Georgia,Greene County,ESTIMATESBASE2000,14363.0
6941,13133,Georgia,Greene County,ESTIMATESBASE2010,15999.0
6942,13133,Georgia,Greene County,POPESTIMATE2003,15110.0
6943,13133,Georgia,Greene County,POPESTIMATE2004,15330.0
6944,13133,Georgia,Greene County,POPESTIMATE2005,15499.0
6945,13133,Georgia,Greene County,POPESTIMATE2006,15587.0
6946,13133,Georgia,Greene County,POPESTIMATE2007,15823.0
6947,13133,Georgia,Greene County,POPESTIMATE2008,15869.0
6948,13133,Georgia,Greene County,POPESTIMATE2009,15934.0
6949,13133,Georgia,Greene County,POPESTIMATE2011,16051.0
6950,13133,Georgia,Greene County,POPESTIMATE2012,16120.0
6951,13133,Georgia,Greene County,POPESTIMATE2013,16248.0
6952,13133,Georgia,Greene County,POPESTIMATE2014,16424.0
6953,13133,Georgia,Greene County,POPESTIMATE2015,16644.0
6954,13135,Georgia,Gwinnett County,CENSUS2010,805321.0
6955,13135,Georgia,Gwinnett County,ESTIMATESBASE2000,588133.0
6956,13135,Georgia,Gwinnett County,ESTIMATESBASE2010,805326.0
6957,13135,Georgia,Gwinnett County,POPESTIMATE2003,663391.0
6958,13135,Georgia,Gwinnett County,POPESTIMATE2004,687468.0
6959,13135,Georgia,Gwinnett County,POPESTIMATE2005,710978.0
6960,13135,Georgia,Gwinnett County,POPESTIMATE2006,740267.0
6961,13135,Georgia,Gwinnett County,POPESTIMATE2007,764129.0
6962,13135,Georgia,Gwinnett County,POPESTIMATE2008,780721.0
6963,13135,Georgia,Gwinnett County,POPESTIMATE2009,796276.0
6964,13135,Georgia,Gwinnett County,POPESTIMATE2011,822442.0
6965,13135,Georgia,Gwinnett County,POPESTIMATE2012,837018.0
6966,13135,Georgia,Gwinnett County,POPESTIMATE2013,853758.0
6967,13135,Georgia,Gwinnett County,POPESTIMATE2014,871394.0
6968,13135,Georgia,Gwinnett County,POPESTIMATE2015,888884.0
6969,13137,Georgia,Habersham County,CENSUS2010,43041.0
6970,13137,Georgia,Habersham County,ESTIMATESBASE2000,35884.0
6971,13137,Georgia,Habersham County,ESTIMATESBASE2010,43036.0
6972,13137,Georgia,Habersham County,POPESTIMATE2003,38051.0
6973,13137,Georgia,Habersham County,POPESTIMATE2004,38491.0
6974,13137,Georgia,Habersham County,POPESTIMATE2005,39155.0
6975,13137,Georgia,Habersham County,POPESTIMATE2006,40616.0
6976,13137,Georgia,Habersham County,POPESTIMATE2007,41865.0
6977,13137,Georgia,Habersham County,POPESTIMATE2008,42550.0
6978,13137,Georgia,Habersham County,POPESTIMATE2009,42947.0
6979,13137,Georgia,Habersham County,POPESTIMATE2011,43045.0
6980,13137,Georgia,Habersham County,POPESTIMATE2012,43393.0
6981,13137,Georgia,Habersham County,POPESTIMATE2013,43177.0
6982,13137,Georgia,Habersham County,POPESTIMATE2014,43583.0
6983,13137,Georgia,Habersham County,POPESTIMATE2015,43804.0
6984,13139,Georgia,Hall County,CENSUS2010,179684.0
6985,13139,Georgia,Hall County,ESTIMATESBASE2000,139615.0
6986,13139,Georgia,Hall County,ESTIMATESBASE2010,179726.0
6987,13139,Georgia,Hall County,POPESTIMATE2003,153561.0
6988,13139,Georgia,Hall County,POPESTIMATE2004,156385.0
6989,13139,Georgia,Hall County,POPESTIMATE2005,160979.0
6990,13139,Georgia,Hall County,POPESTIMATE2006,166524.0
6991,13139,Georgia,Hall County,POPESTIMATE2007,172446.0
6992,13139,Georgia,Hall County,POPESTIMATE2008,177277.0
6993,13139,Georgia,Hall County,POPESTIMATE2009,178503.0
6994,13139,Georgia,Hall County,POPESTIMATE2011,182271.0
6995,13139,Georgia,Hall County,POPESTIMATE2012,184127.0
6996,13139,Georgia,Hall County,POPESTIMATE2013,186486.0
6997,13139,Georgia,Hall County,POPESTIMATE2014,189239.0
6998,13139,Georgia,Hall County,POPESTIMATE2015,192458.0
6999,13141,Georgia,Hancock County,CENSUS2010,9429.0
7000,13141,Georgia,Hancock County,ESTIMATESBASE2000,10083.0
7001,13141,Georgia,Hancock County,ESTIMATESBASE2010,9401.0
7002,13141,Georgia,Hancock County,POPESTIMATE2003,9764.0
7003,13141,Georgia,Hancock County,POPESTIMATE2004,9673.0
7004,13141,Georgia,Hancock County,POPESTIMATE2005,9634.0
7005,13141,Georgia,Hancock County,POPESTIMATE2006,9650.0
7006,13141,Georgia,Hancock County,POPESTIMATE2007,9889.0
7007,13141,Georgia,Hancock County,POPESTIMATE2008,9808.0
7008,13141,Georgia,Hancock County,POPESTIMATE2009,9508.0
7009,13141,Georgia,Hancock County,POPESTIMATE2011,9394.0
7010,13141,Georgia,Hancock County,POPESTIMATE2012,9080.0
7011,13141,Georgia,Hancock County,POPESTIMATE2013,8955.0
7012,13141,Georgia,Hancock County,POPESTIMATE2014,8574.0
7013,13141,Georgia,Hancock County,POPESTIMATE2015,8579.0
7014,13143,Georgia,Haralson County,CENSUS2010,28780.0
7015,13143,Georgia,Haralson County,ESTIMATESBASE2000,25660.0
7016,13143,Georgia,Haralson County,ESTIMATESBASE2010,28777.0
7017,13143,Georgia,Haralson County,POPESTIMATE2003,27227.0
7018,13143,Georgia,Haralson County,POPESTIMATE2004,27621.0
7019,13143,Georgia,Haralson County,POPESTIMATE2005,27987.0
7020,13143,Georgia,Haralson County,POPESTIMATE2006,28121.0
7021,13143,Georgia,Haralson County,POPESTIMATE2007,28558.0
7022,13143,Georgia,Haralson County,POPESTIMATE2008,28645.0
7023,13143,Georgia,Haralson County,POPESTIMATE2009,28774.0
7024,13143,Georgia,Haralson County,POPESTIMATE2011,28467.0
7025,13143,Georgia,Haralson County,POPESTIMATE2012,28313.0
7026,13143,Georgia,Haralson County,POPESTIMATE2013,28336.0
7027,13143,Georgia,Haralson County,POPESTIMATE2014,28487.0
7028,13143,Georgia,Haralson County,POPESTIMATE2015,28704.0
7029,13145,Georgia,Harris County,CENSUS2010,32024.0
7030,13145,Georgia,Harris County,ESTIMATESBASE2000,23783.0
7031,13145,Georgia,Harris County,ESTIMATESBASE2010,31998.0
7032,13145,Georgia,Harris County,POPESTIMATE2003,26256.0
7033,13145,Georgia,Harris County,POPESTIMATE2004,27180.0
7034,13145,Georgia,Harris County,POPESTIMATE2005,28170.0
7035,13145,Georgia,Harris County,POPESTIMATE2006,29289.0
7036,13145,Georgia,Harris County,POPESTIMATE2007,30276.0
7037,13145,Georgia,Harris County,POPESTIMATE2008,30807.0
7038,13145,Georgia,Harris County,POPESTIMATE2009,31494.0
7039,13145,Georgia,Harris County,POPESTIMATE2011,32309.0
7040,13145,Georgia,Harris County,POPESTIMATE2012,32575.0
7041,13145,Georgia,Harris County,POPESTIMATE2013,32539.0
7042,13145,Georgia,Harris County,POPESTIMATE2014,32742.0
7043,13145,Georgia,Harris County,POPESTIMATE2015,33159.0
7044,13147,Georgia,Hart County,CENSUS2010,25213.0
7045,13147,Georgia,Hart County,ESTIMATESBASE2000,22981.0
7046,13147,Georgia,Hart County,ESTIMATESBASE2010,25214.0
7047,13147,Georgia,Hart County,POPESTIMATE2003,23402.0
7048,13147,Georgia,Hart County,POPESTIMATE2004,23966.0
7049,13147,Georgia,Hart County,POPESTIMATE2005,24376.0
7050,13147,Georgia,Hart County,POPESTIMATE2006,24764.0
7051,13147,Georgia,Hart County,POPESTIMATE2007,24894.0
7052,13147,Georgia,Hart County,POPESTIMATE2008,25138.0
7053,13147,Georgia,Hart County,POPESTIMATE2009,25108.0
7054,13147,Georgia,Hart County,POPESTIMATE2011,25419.0
7055,13147,Georgia,Hart County,POPESTIMATE2012,25516.0
7056,13147,Georgia,Hart County,POPESTIMATE2013,25465.0
7057,13147,Georgia,Hart County,POPESTIMATE2014,25372.0
7058,13147,Georgia,Hart County,POPESTIMATE2015,25431.0
7059,13149,Georgia,Heard County,CENSUS2010,11834.0
7060,13149,Georgia,Heard County,ESTIMATESBASE2000,10980.0
7061,13149,Georgia,Heard County,ESTIMATESBASE2010,11825.0
7062,13149,Georgia,Heard County,POPESTIMATE2003,11169.0
7063,13149,Georgia,Heard County,POPESTIMATE2004,11273.0
7064,13149,Georgia,Heard County,POPESTIMATE2005,11350.0
7065,13149,Georgia,Heard County,POPESTIMATE2006,11553.0
7066,13149,Georgia,Heard County,POPESTIMATE2007,11618.0
7067,13149,Georgia,Heard County,POPESTIMATE2008,11809.0
7068,13149,Georgia,Heard County,POPESTIMATE2009,11765.0
7069,13149,Georgia,Heard County,POPESTIMATE2011,11725.0
7070,13149,Georgia,Heard County,POPESTIMATE2012,11649.0
7071,13149,Georgia,Heard County,POPESTIMATE2013,11561.0
7072,13149,Georgia,Heard County,POPESTIMATE2014,11619.0
7073,13149,Georgia,Heard County,POPESTIMATE2015,11552.0
7074,13151,Georgia,Henry County,CENSUS2010,203922.0
7075,13151,Georgia,Henry County,ESTIMATESBASE2000,119498.0
7076,13151,Georgia,Henry County,ESTIMATESBASE2010,203830.0
7077,13151,Georgia,Henry County,POPESTIMATE2003,150928.0
7078,13151,Georgia,Henry County,POPESTIMATE2004,159971.0
7079,13151,Georgia,Henry County,POPESTIMATE2005,169607.0
7080,13151,Georgia,Henry County,POPESTIMATE2006,180304.0
7081,13151,Georgia,Henry County,POPESTIMATE2007,188736.0
7082,13151,Georgia,Henry County,POPESTIMATE2008,194658.0
7083,13151,Georgia,Henry County,POPESTIMATE2009,199622.0
7084,13151,Georgia,Henry County,POPESTIMATE2011,206950.0
7085,13151,Georgia,Henry County,POPESTIMATE2012,208061.0
7086,13151,Georgia,Henry County,POPESTIMATE2013,210086.0
7087,13151,Georgia,Henry County,POPESTIMATE2014,213047.0
7088,13151,Georgia,Henry County,POPESTIMATE2015,216571.0
7089,13153,Georgia,Houston County,CENSUS2010,139900.0
7090,13153,Georgia,Houston County,ESTIMATESBASE2000,110740.0
7091,13153,Georgia,Houston County,ESTIMATESBASE2010,139914.0
7092,13153,Georgia,Houston County,POPESTIMATE2003,119396.0
7093,13153,Georgia,Houston County,POPESTIMATE2004,123723.0
7094,13153,Georgia,Houston County,POPESTIMATE2005,126201.0
7095,13153,Georgia,Houston County,POPESTIMATE2006,128978.0
7096,13153,Georgia,Houston County,POPESTIMATE2007,132373.0
7097,13153,Georgia,Houston County,POPESTIMATE2008,134922.0
7098,13153,Georgia,Houston County,POPESTIMATE2009,137416.0
7099,13153,Georgia,Houston County,POPESTIMATE2011,143864.0
7100,13153,Georgia,Houston County,POPESTIMATE2012,145930.0
7101,13153,Georgia,Houston County,POPESTIMATE2013,147639.0
7102,13153,Georgia,Houston County,POPESTIMATE2014,148701.0
7103,13153,Georgia,Houston County,POPESTIMATE2015,149412.0
7104,13155,Georgia,Irwin County,CENSUS2010,9538.0
7105,13155,Georgia,Irwin County,ESTIMATESBASE2000,9918.0
7106,13155,Georgia,Irwin County,ESTIMATESBASE2010,9529.0
7107,13155,Georgia,Irwin County,POPESTIMATE2003,9777.0
7108,13155,Georgia,Irwin County,POPESTIMATE2004,9402.0
7109,13155,Georgia,Irwin County,POPESTIMATE2005,9779.0
7110,13155,Georgia,Irwin County,POPESTIMATE2006,9852.0
7111,13155,Georgia,Irwin County,POPESTIMATE2007,9493.0
7112,13155,Georgia,Irwin County,POPESTIMATE2008,9803.0
7113,13155,Georgia,Irwin County,POPESTIMATE2009,9536.0
