,FIPS,STNAME,CTYNAME,YEAR,POPULATION
21057,27133,Minnesota,Rock County,POPESTIMATE2003,9631.0
21058,27133,Minnesota,Rock County,POPESTIMATE2004,9501.0
21059,27133,Minnesota,Rock County,POPESTIMATE2005,9520.0
21060,27133,Minnesota,Rock County,POPESTIMATE2006,9502.0
21061,27133,Minnesota,Rock County,POPESTIMATE2007,9588.0
21062,27133,Minnesota,Rock County,POPESTIMATE2008,9597.0
21063,27133,Minnesota,Rock County,POPESTIMATE2009,9652.0
21064,27133,Minnesota,Rock County,POPESTIMATE2011,9598.0
21065,27133,Minnesota,Rock County,POPESTIMATE2012,9480.0
21066,27133,Minnesota,Rock County,POPESTIMATE2013,9427.0
21067,27133,Minnesota,Rock County,POPESTIMATE2014,9377.0
21068,27133,Minnesota,Rock County,POPESTIMATE2015,9437.0
21069,27135,Minnesota,Roseau County,CENSUS2010,15629.0
21070,27135,Minnesota,Roseau County,ESTIMATESBASE2000,16343.0
21071,27135,Minnesota,Roseau County,ESTIMATESBASE2010,15629.0
21072,27135,Minnesota,Roseau County,POPESTIMATE2003,16168.0
21073,27135,Minnesota,Roseau County,POPESTIMATE2004,16150.0
21074,27135,Minnesota,Roseau County,POPESTIMATE2005,16212.0
21075,27135,Minnesota,Roseau County,POPESTIMATE2006,16031.0
21076,27135,Minnesota,Roseau County,POPESTIMATE2007,15959.0
21077,27135,Minnesota,Roseau County,POPESTIMATE2008,15935.0
21078,27135,Minnesota,Roseau County,POPESTIMATE2009,15836.0
21079,27135,Minnesota,Roseau County,POPESTIMATE2011,15515.0
21080,27135,Minnesota,Roseau County,POPESTIMATE2012,15510.0
21081,27135,Minnesota,Roseau County,POPESTIMATE2013,15495.0
21082,27135,Minnesota,Roseau County,POPESTIMATE2014,15678.0
21083,27135,Minnesota,Roseau County,POPESTIMATE2015,15619.0
21084,27137,Minnesota,St. Louis County,CENSUS2010,200226.0
21085,27137,Minnesota,St. Louis County,ESTIMATESBASE2000,200586.0
21086,27137,Minnesota,St. Louis County,ESTIMATESBASE2010,200231.0
21087,27137,Minnesota,St. Louis County,POPESTIMATE2003,200076.0
21088,27137,Minnesota,St. Louis County,POPESTIMATE2004,199304.0
21089,27137,Minnesota,St. Louis County,POPESTIMATE2005,198443.0
21090,27137,Minnesota,St. Louis County,POPESTIMATE2006,198357.0
21091,27137,Minnesota,St. Louis County,POPESTIMATE2007,198903.0
21092,27137,Minnesota,St. Louis County,POPESTIMATE2008,199745.0
21093,27137,Minnesota,St. Louis County,POPESTIMATE2009,200198.0
21094,27137,Minnesota,St. Louis County,POPESTIMATE2011,200393.0
21095,27137,Minnesota,St. Louis County,POPESTIMATE2012,200348.0
21096,27137,Minnesota,St. Louis County,POPESTIMATE2013,200440.0
21097,27137,Minnesota,St. Louis County,POPESTIMATE2014,200647.0
21098,27137,Minnesota,St. Louis County,POPESTIMATE2015,200276.0
21099,27139,Minnesota,Scott County,CENSUS2010,129928.0
21100,27139,Minnesota,Scott County,ESTIMATESBASE2000,89510.0
21101,27139,Minnesota,Scott County,ESTIMATESBASE2010,129912.0
21102,27139,Minnesota,Scott County,POPESTIMATE2003,107204.0
21103,27139,Minnesota,Scott County,POPESTIMATE2004,112605.0
21104,27139,Minnesota,Scott County,POPESTIMATE2005,117111.0
21105,27139,Minnesota,Scott County,POPESTIMATE2006,121013.0
21106,27139,Minnesota,Scott County,POPESTIMATE2007,124050.0
21107,27139,Minnesota,Scott County,POPESTIMATE2008,126613.0
21108,27139,Minnesota,Scott County,POPESTIMATE2009,128530.0
21109,27139,Minnesota,Scott County,POPESTIMATE2011,132560.0
21110,27139,Minnesota,Scott County,POPESTIMATE2012,135120.0
21111,27139,Minnesota,Scott County,POPESTIMATE2013,137260.0
21112,27139,Minnesota,Scott County,POPESTIMATE2014,139182.0
21113,27139,Minnesota,Scott County,POPESTIMATE2015,141361.0
21114,27141,Minnesota,Sherburne County,CENSUS2010,88499.0
21115,27141,Minnesota,Sherburne County,ESTIMATESBASE2000,64472.0
21116,27141,Minnesota,Sherburne County,ESTIMATESBASE2010,88492.0
21117,27141,Minnesota,Sherburne County,POPESTIMATE2003,74771.0
21118,27141,Minnesota,Sherburne County,POPESTIMATE2004,78091.0
21119,27141,Minnesota,Sherburne County,POPESTIMATE2005,81179.0
21120,27141,Minnesota,Sherburne County,POPESTIMATE2006,84079.0
21121,27141,Minnesota,Sherburne County,POPESTIMATE2007,85968.0
21122,27141,Minnesota,Sherburne County,POPESTIMATE2008,87495.0
21123,27141,Minnesota,Sherburne County,POPESTIMATE2009,87880.0
21124,27141,Minnesota,Sherburne County,POPESTIMATE2011,89258.0
21125,27141,Minnesota,Sherburne County,POPESTIMATE2012,89455.0
21126,27141,Minnesota,Sherburne County,POPESTIMATE2013,90067.0
21127,27141,Minnesota,Sherburne County,POPESTIMATE2014,90888.0
21128,27141,Minnesota,Sherburne County,POPESTIMATE2015,91416.0
21129,27143,Minnesota,Sibley County,CENSUS2010,15226.0
21130,27143,Minnesota,Sibley County,ESTIMATESBASE2000,15361.0
21131,27143,Minnesota,Sibley County,ESTIMATESBASE2010,15232.0
21132,27143,Minnesota,Sibley County,POPESTIMATE2003,15254.0
21133,27143,Minnesota,Sibley County,POPESTIMATE2004,15202.0
21134,27143,Minnesota,Sibley County,POPESTIMATE2005,15126.0
21135,27143,Minnesota,Sibley County,POPESTIMATE2006,15164.0
21136,27143,Minnesota,Sibley County,POPESTIMATE2007,15263.0
21137,27143,Minnesota,Sibley County,POPESTIMATE2008,15283.0
21138,27143,Minnesota,Sibley County,POPESTIMATE2009,15140.0
21139,27143,Minnesota,Sibley County,POPESTIMATE2011,15160.0
21140,27143,Minnesota,Sibley County,POPESTIMATE2012,15075.0
21141,27143,Minnesota,Sibley County,POPESTIMATE2013,15050.0
21142,27143,Minnesota,Sibley County,POPESTIMATE2014,14925.0
21143,27143,Minnesota,Sibley County,POPESTIMATE2015,14887.0
21144,27145,Minnesota,Stearns County,CENSUS2010,150642.0
21145,27145,Minnesota,Stearns County,ESTIMATESBASE2000,133199.0
21146,27145,Minnesota,Stearns County,ESTIMATESBASE2010,150642.0
21147,27145,Minnesota,Stearns County,POPESTIMATE2003,138401.0
21148,27145,Minnesota,Stearns County,POPESTIMATE2004,139788.0
21149,27145,Minnesota,Stearns County,POPESTIMATE2005,141813.0
21150,27145,Minnesota,Stearns County,POPESTIMATE2006,144256.0
21151,27145,Minnesota,Stearns County,POPESTIMATE2007,146591.0
21152,27145,Minnesota,Stearns County,POPESTIMATE2008,148307.0
21153,27145,Minnesota,Stearns County,POPESTIMATE2009,149696.0
21154,27145,Minnesota,Stearns County,POPESTIMATE2011,151345.0
21155,27145,Minnesota,Stearns County,POPESTIMATE2012,151883.0
21156,27145,Minnesota,Stearns County,POPESTIMATE2013,152573.0
21157,27145,Minnesota,Stearns County,POPESTIMATE2014,153972.0
21158,27145,Minnesota,Stearns County,POPESTIMATE2015,155890.0
21159,27147,Minnesota,Steele County,CENSUS2010,36576.0
21160,27147,Minnesota,Steele County,ESTIMATESBASE2000,33684.0
21161,27147,Minnesota,Steele County,ESTIMATESBASE2010,36581.0
21162,27147,Minnesota,Steele County,POPESTIMATE2003,34669.0
21163,27147,Minnesota,Steele County,POPESTIMATE2004,35090.0
21164,27147,Minnesota,Steele County,POPESTIMATE2005,35568.0
21165,27147,Minnesota,Steele County,POPESTIMATE2006,36040.0
21166,27147,Minnesota,Steele County,POPESTIMATE2007,36342.0
21167,27147,Minnesota,Steele County,POPESTIMATE2008,36558.0
21168,27147,Minnesota,Steele County,POPESTIMATE2009,36684.0
21169,27147,Minnesota,Steele County,POPESTIMATE2011,36562.0
21170,27147,Minnesota,Steele County,POPESTIMATE2012,36307.0
21171,27147,Minnesota,Steele County,POPESTIMATE2013,36361.0
21172,27147,Minnesota,Steele County,POPESTIMATE2014,36481.0
21173,27147,Minnesota,Steele County,POPESTIMATE2015,36610.0
21174,27149,Minnesota,Stevens County,CENSUS2010,9726.0
21175,27149,Minnesota,Stevens County,ESTIMATESBASE2000,10053.0
21176,27149,Minnesota,Stevens County,ESTIMATESBASE2010,9722.0
21177,27149,Minnesota,Stevens County,POPESTIMATE2003,9945.0
21178,27149,Minnesota,Stevens County,POPESTIMATE2004,9857.0
21179,27149,Minnesota,Stevens County,POPESTIMATE2005,9807.0
21180,27149,Minnesota,Stevens County,POPESTIMATE2006,9729.0
21181,27149,Minnesota,Stevens County,POPESTIMATE2007,9660.0
21182,27149,Minnesota,Stevens County,POPESTIMATE2008,9711.0
21183,27149,Minnesota,Stevens County,POPESTIMATE2009,9735.0
21184,27149,Minnesota,Stevens County,POPESTIMATE2011,9706.0
21185,27149,Minnesota,Stevens County,POPESTIMATE2012,9732.0
21186,27149,Minnesota,Stevens County,POPESTIMATE2013,9745.0
21187,27149,Minnesota,Stevens County,POPESTIMATE2014,9848.0
21188,27149,Minnesota,Stevens County,POPESTIMATE2015,9864.0
21189,27151,Minnesota,Swift County,CENSUS2010,9783.0
21190,27151,Minnesota,Swift County,ESTIMATESBASE2000,11967.0
21191,27151,Minnesota,Swift County,ESTIMATESBASE2010,9783.0
21192,27151,Minnesota,Swift County,POPESTIMATE2003,10811.0
21193,27151,Minnesota,Swift County,POPESTIMATE2004,10551.0
21194,27151,Minnesota,Swift County,POPESTIMATE2005,10232.0
21195,27151,Minnesota,Swift County,POPESTIMATE2006,10119.0
21196,27151,Minnesota,Swift County,POPESTIMATE2007,10058.0
21197,27151,Minnesota,Swift County,POPESTIMATE2008,9966.0
21198,27151,Minnesota,Swift County,POPESTIMATE2009,9827.0
21199,27151,Minnesota,Swift County,POPESTIMATE2011,9678.0
21200,27151,Minnesota,Swift County,POPESTIMATE2012,9635.0
21201,27151,Minnesota,Swift County,POPESTIMATE2013,9555.0
21202,27151,Minnesota,Swift County,POPESTIMATE2014,9489.0
21203,27151,Minnesota,Swift County,POPESTIMATE2015,9379.0
21204,27153,Minnesota,Todd County,CENSUS2010,24895.0
21205,27153,Minnesota,Todd County,ESTIMATESBASE2000,24402.0
21206,27153,Minnesota,Todd County,ESTIMATESBASE2010,24895.0
21207,27153,Minnesota,Todd County,POPESTIMATE2003,24467.0
21208,27153,Minnesota,Todd County,POPESTIMATE2004,24633.0
21209,27153,Minnesota,Todd County,POPESTIMATE2005,24608.0
21210,27153,Minnesota,Todd County,POPESTIMATE2006,24620.0
21211,27153,Minnesota,Todd County,POPESTIMATE2007,24819.0
21212,27153,Minnesota,Todd County,POPESTIMATE2008,24859.0
21213,27153,Minnesota,Todd County,POPESTIMATE2009,24839.0
21214,27153,Minnesota,Todd County,POPESTIMATE2011,24887.0
21215,27153,Minnesota,Todd County,POPESTIMATE2012,24652.0
21216,27153,Minnesota,Todd County,POPESTIMATE2013,24491.0
21217,27153,Minnesota,Todd County,POPESTIMATE2014,24357.0
21218,27153,Minnesota,Todd County,POPESTIMATE2015,24340.0
21219,27155,Minnesota,Traverse County,CENSUS2010,3558.0
21220,27155,Minnesota,Traverse County,ESTIMATESBASE2000,4137.0
21221,27155,Minnesota,Traverse County,ESTIMATESBASE2010,3558.0
21222,27155,Minnesota,Traverse County,POPESTIMATE2003,3883.0
21223,27155,Minnesota,Traverse County,POPESTIMATE2004,3871.0
21224,27155,Minnesota,Traverse County,POPESTIMATE2005,3838.0
21225,27155,Minnesota,Traverse County,POPESTIMATE2006,3795.0
21226,27155,Minnesota,Traverse County,POPESTIMATE2007,3709.0
21227,27155,Minnesota,Traverse County,POPESTIMATE2008,3637.0
21228,27155,Minnesota,Traverse County,POPESTIMATE2009,3600.0
21229,27155,Minnesota,Traverse County,POPESTIMATE2011,3488.0
21230,27155,Minnesota,Traverse County,POPESTIMATE2012,3405.0
21231,27155,Minnesota,Traverse County,POPESTIMATE2013,3401.0
21232,27155,Minnesota,Traverse County,POPESTIMATE2014,3379.0
21233,27155,Minnesota,Traverse County,POPESTIMATE2015,3369.0
21234,27157,Minnesota,Wabasha County,CENSUS2010,21676.0
21235,27157,Minnesota,Wabasha County,ESTIMATESBASE2000,21610.0
21236,27157,Minnesota,Wabasha County,ESTIMATESBASE2010,21664.0
21237,27157,Minnesota,Wabasha County,POPESTIMATE2003,21821.0
21238,27157,Minnesota,Wabasha County,POPESTIMATE2004,21755.0
21239,27157,Minnesota,Wabasha County,POPESTIMATE2005,21706.0
21240,27157,Minnesota,Wabasha County,POPESTIMATE2006,21826.0
21241,27157,Minnesota,Wabasha County,POPESTIMATE2007,21708.0
21242,27157,Minnesota,Wabasha County,POPESTIMATE2008,21787.0
21243,27157,Minnesota,Wabasha County,POPESTIMATE2009,21734.0
21244,27157,Minnesota,Wabasha County,POPESTIMATE2011,21608.0
21245,27157,Minnesota,Wabasha County,POPESTIMATE2012,21541.0
21246,27157,Minnesota,Wabasha County,POPESTIMATE2013,21566.0
21247,27157,Minnesota,Wabasha County,POPESTIMATE2014,21459.0
21248,27157,Minnesota,Wabasha County,POPESTIMATE2015,21380.0
21249,27159,Minnesota,Wadena County,CENSUS2010,13843.0
21250,27159,Minnesota,Wadena County,ESTIMATESBASE2000,13730.0
21251,27159,Minnesota,Wadena County,ESTIMATESBASE2010,13843.0
21252,27159,Minnesota,Wadena County,POPESTIMATE2003,13682.0
21253,27159,Minnesota,Wadena County,POPESTIMATE2004,13682.0
21254,27159,Minnesota,Wadena County,POPESTIMATE2005,13799.0
21255,27159,Minnesota,Wadena County,POPESTIMATE2006,13705.0
21256,27159,Minnesota,Wadena County,POPESTIMATE2007,13840.0
21257,27159,Minnesota,Wadena County,POPESTIMATE2008,13844.0
21258,27159,Minnesota,Wadena County,POPESTIMATE2009,13825.0
21259,27159,Minnesota,Wadena County,POPESTIMATE2011,13649.0
21260,27159,Minnesota,Wadena County,POPESTIMATE2012,13606.0
21261,27159,Minnesota,Wadena County,POPESTIMATE2013,13640.0
21262,27159,Minnesota,Wadena County,POPESTIMATE2014,13590.0
21263,27159,Minnesota,Wadena County,POPESTIMATE2015,13668.0
21264,27161,Minnesota,Waseca County,CENSUS2010,19136.0
21265,27161,Minnesota,Waseca County,ESTIMATESBASE2000,19536.0
21266,27161,Minnesota,Waseca County,ESTIMATESBASE2010,19138.0
21267,27161,Minnesota,Waseca County,POPESTIMATE2003,19416.0
21268,27161,Minnesota,Waseca County,POPESTIMATE2004,19245.0
21269,27161,Minnesota,Waseca County,POPESTIMATE2005,19288.0
21270,27161,Minnesota,Waseca County,POPESTIMATE2006,19348.0
21271,27161,Minnesota,Waseca County,POPESTIMATE2007,19407.0
21272,27161,Minnesota,Waseca County,POPESTIMATE2008,19311.0
21273,27161,Minnesota,Waseca County,POPESTIMATE2009,18639.0
21274,27161,Minnesota,Waseca County,POPESTIMATE2011,19185.0
21275,27161,Minnesota,Waseca County,POPESTIMATE2012,19175.0
21276,27161,Minnesota,Waseca County,POPESTIMATE2013,19036.0
21277,27161,Minnesota,Waseca County,POPESTIMATE2014,18926.0
21278,27161,Minnesota,Waseca County,POPESTIMATE2015,18923.0
21279,27163,Minnesota,Washington County,CENSUS2010,238136.0
21280,27163,Minnesota,Washington County,ESTIMATESBASE2000,201214.0
21281,27163,Minnesota,Washington County,ESTIMATESBASE2010,238114.0
21282,27163,Minnesota,Washington County,POPESTIMATE2003,213909.0
21283,27163,Minnesota,Washington County,POPESTIMATE2004,215937.0
21284,27163,Minnesota,Washington County,POPESTIMATE2005,219972.0
21285,27163,Minnesota,Washington County,POPESTIMATE2006,225091.0
21286,27163,Minnesota,Washington County,POPESTIMATE2007,229756.0
21287,27163,Minnesota,Washington County,POPESTIMATE2008,233306.0
21288,27163,Minnesota,Washington County,POPESTIMATE2009,235684.0
21289,27163,Minnesota,Washington County,POPESTIMATE2011,241394.0
21290,27163,Minnesota,Washington County,POPESTIMATE2012,243691.0
21291,27163,Minnesota,Washington County,POPESTIMATE2013,245974.0
21292,27163,Minnesota,Washington County,POPESTIMATE2014,248541.0
21293,27163,Minnesota,Washington County,POPESTIMATE2015,250494.0
21294,27165,Minnesota,Watonwan County,CENSUS2010,11211.0
21295,27165,Minnesota,Watonwan County,ESTIMATESBASE2000,11882.0
21296,27165,Minnesota,Watonwan County,ESTIMATESBASE2010,11211.0
21297,27165,Minnesota,Watonwan County,POPESTIMATE2003,11664.0
21298,27165,Minnesota,Watonwan County,POPESTIMATE2004,11504.0
21299,27165,Minnesota,Watonwan County,POPESTIMATE2005,11377.0
21300,27165,Minnesota,Watonwan County,POPESTIMATE2006,11323.0
21301,27165,Minnesota,Watonwan County,POPESTIMATE2007,11231.0
21302,27165,Minnesota,Watonwan County,POPESTIMATE2008,11120.0
21303,27165,Minnesota,Watonwan County,POPESTIMATE2009,11171.0
21304,27165,Minnesota,Watonwan County,POPESTIMATE2011,11168.0
21305,27165,Minnesota,Watonwan County,POPESTIMATE2012,11118.0
21306,27165,Minnesota,Watonwan County,POPESTIMATE2013,11053.0
21307,27165,Minnesota,Watonwan County,POPESTIMATE2014,10985.0
21308,27165,Minnesota,Watonwan County,POPESTIMATE2015,11002.0
21309,27167,Minnesota,Wilkin County,CENSUS2010,6576.0
21310,27167,Minnesota,Wilkin County,ESTIMATESBASE2000,7135.0
21311,27167,Minnesota,Wilkin County,ESTIMATESBASE2010,6576.0
21312,27167,Minnesota,Wilkin County,POPESTIMATE2003,6964.0
21313,27167,Minnesota,Wilkin County,POPESTIMATE2004,6860.0
21314,27167,Minnesota,Wilkin County,POPESTIMATE2005,6801.0
21315,27167,Minnesota,Wilkin County,POPESTIMATE2006,6709.0
21316,27167,Minnesota,Wilkin County,POPESTIMATE2007,6715.0
21317,27167,Minnesota,Wilkin County,POPESTIMATE2008,6622.0
21318,27167,Minnesota,Wilkin County,POPESTIMATE2009,6563.0
21319,27167,Minnesota,Wilkin County,POPESTIMATE2011,6575.0
21320,27167,Minnesota,Wilkin County,POPESTIMATE2012,6590.0
21321,27167,Minnesota,Wilkin County,POPESTIMATE2013,6494.0
21322,27167,Minnesota,Wilkin County,POPESTIMATE2014,6460.0
21323,27167,Minnesota,Wilkin County,POPESTIMATE2015,6355.0
21324,27169,Minnesota,Winona County,CENSUS2010,51461.0
21325,27169,Minnesota,Winona County,ESTIMATESBASE2000,49996.0
21326,27169,Minnesota,Winona County,ESTIMATESBASE2010,51461.0
21327,27169,Minnesota,Winona County,POPESTIMATE2003,50200.0
21328,27169,Minnesota,Winona County,POPESTIMATE2004,50257.0
21329,27169,Minnesota,Winona County,POPESTIMATE2005,50756.0
21330,27169,Minnesota,Winona County,POPESTIMATE2006,50904.0
21331,27169,Minnesota,Winona County,POPESTIMATE2007,51316.0
21332,27169,Minnesota,Winona County,POPESTIMATE2008,51457.0
21333,27169,Minnesota,Winona County,POPESTIMATE2009,51422.0
21334,27169,Minnesota,Winona County,POPESTIMATE2011,51348.0
21335,27169,Minnesota,Winona County,POPESTIMATE2012,51339.0
21336,27169,Minnesota,Winona County,POPESTIMATE2013,51330.0
21337,27169,Minnesota,Winona County,POPESTIMATE2014,51057.0
21338,27169,Minnesota,Winona County,POPESTIMATE2015,50808.0
21339,27171,Minnesota,Wright County,CENSUS2010,124700.0
21340,27171,Minnesota,Wright County,ESTIMATESBASE2000,90022.0
21341,27171,Minnesota,Wright County,ESTIMATESBASE2010,124697.0
21342,27171,Minnesota,Wright County,POPESTIMATE2003,102856.0
21343,27171,Minnesota,Wright County,POPESTIMATE2004,106998.0
21344,27171,Minnesota,Wright County,POPESTIMATE2005,110674.0
21345,27171,Minnesota,Wright County,POPESTIMATE2006,115192.0
21346,27171,Minnesota,Wright County,POPESTIMATE2007,118635.0
21347,27171,Minnesota,Wright County,POPESTIMATE2008,121553.0
21348,27171,Minnesota,Wright County,POPESTIMATE2009,123320.0
21349,27171,Minnesota,Wright County,POPESTIMATE2011,126216.0
21350,27171,Minnesota,Wright County,POPESTIMATE2012,127245.0
21351,27171,Minnesota,Wright County,POPESTIMATE2013,128202.0
21352,27171,Minnesota,Wright County,POPESTIMATE2014,129801.0
21353,27171,Minnesota,Wright County,POPESTIMATE2015,130978.0
21354,27173,Minnesota,Yellow Medicine County,CENSUS2010,10438.0
21355,27173,Minnesota,Yellow Medicine County,ESTIMATESBASE2000,11235.0
21356,27173,Minnesota,Yellow Medicine County,ESTIMATESBASE2010,10438.0
21357,27173,Minnesota,Yellow Medicine County,POPESTIMATE2003,10924.0
21358,27173,Minnesota,Yellow Medicine County,POPESTIMATE2004,10795.0
21359,27173,Minnesota,Yellow Medicine County,POPESTIMATE2005,10691.0
21360,27173,Minnesota,Yellow Medicine County,POPESTIMATE2006,10663.0
21361,27173,Minnesota,Yellow Medicine County,POPESTIMATE2007,10574.0
21362,27173,Minnesota,Yellow Medicine County,POPESTIMATE2008,10473.0
21363,27173,Minnesota,Yellow Medicine County,POPESTIMATE2009,10437.0
21364,27173,Minnesota,Yellow Medicine County,POPESTIMATE2011,10282.0
21365,27173,Minnesota,Yellow Medicine County,POPESTIMATE2012,10150.0
21366,27173,Minnesota,Yellow Medicine County,POPESTIMATE2013,10076.0
21367,27173,Minnesota,Yellow Medicine County,POPESTIMATE2014,9981.0
21368,27173,Minnesota,Yellow Medicine County,POPESTIMATE2015,9836.0
21369,28000,Mississippi,Mississippi,CENSUS2010,2967297.0
21370,28000,Mississippi,Mississippi,ESTIMATESBASE2000,2844754.0
21371,28000,Mississippi,Mississippi,ESTIMATESBASE2010,2968118.0
21372,28000,Mississippi,Mississippi,POPESTIMATE2003,2868312.0
21373,28000,Mississippi,Mississippi,POPESTIMATE2004,2889010.0
21374,28000,Mississippi,Mississippi,POPESTIMATE2005,2905943.0
21375,28000,Mississippi,Mississippi,POPESTIMATE2006,2904978.0
21376,28000,Mississippi,Mississippi,POPESTIMATE2007,2928350.0
21377,28000,Mississippi,Mississippi,POPESTIMATE2008,2947806.0
21378,28000,Mississippi,Mississippi,POPESTIMATE2009,2958774.0
21379,28000,Mississippi,Mississippi,POPESTIMATE2011,2978470.0
21380,28000,Mississippi,Mississippi,POPESTIMATE2012,2983767.0
21381,28000,Mississippi,Mississippi,POPESTIMATE2013,2988797.0
21382,28000,Mississippi,Mississippi,POPESTIMATE2014,2990623.0
21383,28000,Mississippi,Mississippi,POPESTIMATE2015,2988693.0
21384,28001,Mississippi,Adams County,CENSUS2010,32297.0
21385,28001,Mississippi,Adams County,ESTIMATESBASE2000,34339.0
21386,28001,Mississippi,Adams County,ESTIMATESBASE2010,32299.0
21387,28001,Mississippi,Adams County,POPESTIMATE2003,33482.0
21388,28001,Mississippi,Adams County,POPESTIMATE2004,32785.0
21389,28001,Mississippi,Adams County,POPESTIMATE2005,32674.0
21390,28001,Mississippi,Adams County,POPESTIMATE2006,33220.0
21391,28001,Mississippi,Adams County,POPESTIMATE2007,32889.0
21392,28001,Mississippi,Adams County,POPESTIMATE2008,32629.0
21393,28001,Mississippi,Adams County,POPESTIMATE2009,32305.0
21394,28001,Mississippi,Adams County,POPESTIMATE2011,32433.0
21395,28001,Mississippi,Adams County,POPESTIMATE2012,32193.0
21396,28001,Mississippi,Adams County,POPESTIMATE2013,32116.0
21397,28001,Mississippi,Adams County,POPESTIMATE2014,32072.0
21398,28001,Mississippi,Adams County,POPESTIMATE2015,31570.0
21399,28003,Mississippi,Alcorn County,CENSUS2010,37057.0
21400,28003,Mississippi,Alcorn County,ESTIMATESBASE2000,34519.0
21401,28003,Mississippi,Alcorn County,ESTIMATESBASE2010,37060.0
21402,28003,Mississippi,Alcorn County,POPESTIMATE2003,35045.0
21403,28003,Mississippi,Alcorn County,POPESTIMATE2004,35448.0
21404,28003,Mississippi,Alcorn County,POPESTIMATE2005,35688.0
21405,28003,Mississippi,Alcorn County,POPESTIMATE2006,36183.0
21406,28003,Mississippi,Alcorn County,POPESTIMATE2007,36608.0
21407,28003,Mississippi,Alcorn County,POPESTIMATE2008,36793.0
21408,28003,Mississippi,Alcorn County,POPESTIMATE2009,36868.0
21409,28003,Mississippi,Alcorn County,POPESTIMATE2011,37275.0
21410,28003,Mississippi,Alcorn County,POPESTIMATE2012,37203.0
21411,28003,Mississippi,Alcorn County,POPESTIMATE2013,37278.0
21412,28003,Mississippi,Alcorn County,POPESTIMATE2014,37250.0
21413,28003,Mississippi,Alcorn County,POPESTIMATE2015,37273.0
21414,28005,Mississippi,Amite County,CENSUS2010,13131.0
21415,28005,Mississippi,Amite County,ESTIMATESBASE2000,13565.0
21416,28005,Mississippi,Amite County,ESTIMATESBASE2010,13128.0
21417,28005,Mississippi,Amite County,POPESTIMATE2003,13415.0
21418,28005,Mississippi,Amite County,POPESTIMATE2004,13337.0
21419,28005,Mississippi,Amite County,POPESTIMATE2005,13396.0
21420,28005,Mississippi,Amite County,POPESTIMATE2006,13586.0
21421,28005,Mississippi,Amite County,POPESTIMATE2007,13400.0
21422,28005,Mississippi,Amite County,POPESTIMATE2008,13324.0
21423,28005,Mississippi,Amite County,POPESTIMATE2009,13171.0
21424,28005,Mississippi,Amite County,POPESTIMATE2011,13133.0
21425,28005,Mississippi,Amite County,POPESTIMATE2012,12931.0
21426,28005,Mississippi,Amite County,POPESTIMATE2013,12850.0
21427,28005,Mississippi,Amite County,POPESTIMATE2014,12598.0
21428,28005,Mississippi,Amite County,POPESTIMATE2015,12546.0
21429,28007,Mississippi,Attala County,CENSUS2010,19564.0
21430,28007,Mississippi,Attala County,ESTIMATESBASE2000,19654.0
21431,28007,Mississippi,Attala County,ESTIMATESBASE2010,19562.0
21432,28007,Mississippi,Attala County,POPESTIMATE2003,19469.0
21433,28007,Mississippi,Attala County,POPESTIMATE2004,19330.0
21434,28007,Mississippi,Attala County,POPESTIMATE2005,19265.0
21435,28007,Mississippi,Attala County,POPESTIMATE2006,19431.0
21436,28007,Mississippi,Attala County,POPESTIMATE2007,19511.0
21437,28007,Mississippi,Attala County,POPESTIMATE2008,19622.0
21438,28007,Mississippi,Attala County,POPESTIMATE2009,19611.0
21439,28007,Mississippi,Attala County,POPESTIMATE2011,19387.0
21440,28007,Mississippi,Attala County,POPESTIMATE2012,19147.0
21441,28007,Mississippi,Attala County,POPESTIMATE2013,19114.0
21442,28007,Mississippi,Attala County,POPESTIMATE2014,18825.0
21443,28007,Mississippi,Attala County,POPESTIMATE2015,18673.0
21444,28009,Mississippi,Benton County,CENSUS2010,8729.0
21445,28009,Mississippi,Benton County,ESTIMATESBASE2000,8031.0
21446,28009,Mississippi,Benton County,ESTIMATESBASE2010,8728.0
21447,28009,Mississippi,Benton County,POPESTIMATE2003,8073.0
21448,28009,Mississippi,Benton County,POPESTIMATE2004,8146.0
21449,28009,Mississippi,Benton County,POPESTIMATE2005,8307.0
21450,28009,Mississippi,Benton County,POPESTIMATE2006,8479.0
21451,28009,Mississippi,Benton County,POPESTIMATE2007,8603.0
21452,28009,Mississippi,Benton County,POPESTIMATE2008,8769.0
21453,28009,Mississippi,Benton County,POPESTIMATE2009,8689.0
21454,28009,Mississippi,Benton County,POPESTIMATE2011,8714.0
21455,28009,Mississippi,Benton County,POPESTIMATE2012,8643.0
21456,28009,Mississippi,Benton County,POPESTIMATE2013,8494.0
21457,28009,Mississippi,Benton County,POPESTIMATE2014,8296.0
21458,28009,Mississippi,Benton County,POPESTIMATE2015,8157.0
21459,28011,Mississippi,Bolivar County,CENSUS2010,34145.0
21460,28011,Mississippi,Bolivar County,ESTIMATESBASE2000,40619.0
21461,28011,Mississippi,Bolivar County,ESTIMATESBASE2010,34153.0
21462,28011,Mississippi,Bolivar County,POPESTIMATE2003,38027.0
21463,28011,Mississippi,Bolivar County,POPESTIMATE2004,37211.0
21464,28011,Mississippi,Bolivar County,POPESTIMATE2005,36305.0
21465,28011,Mississippi,Bolivar County,POPESTIMATE2006,36102.0
21466,28011,Mississippi,Bolivar County,POPESTIMATE2007,35628.0
