,STATE,COUNTY,YEAR,MME_Str
4673,LA,POINTE COUPEE,2009,5811.543772500069
4674,LA,POINTE COUPEE,2010,5439.30652500008
4675,LA,POINTE COUPEE,2011,5660.401290000107
4676,LA,POINTE COUPEE,2012,6843.555450000134
4677,LA,RAPIDES,2006,44240.35975470393
4678,LA,RAPIDES,2007,50632.00216341706
4679,LA,RAPIDES,2008,56055.18509987995
4680,LA,RAPIDES,2009,61521.61503337996
4681,LA,RAPIDES,2010,65065.83709976785
4682,LA,RAPIDES,2011,78992.92184295676
4683,LA,RAPIDES,2012,87487.50424999489
4684,LA,RED RIVER,2006,2282.565590225003
4685,LA,RED RIVER,2007,2589.8124127249976
4686,LA,RED RIVER,2008,2800.484426587511
4687,LA,RED RIVER,2009,3279.2543850000116
4688,LA,RED RIVER,2010,3409.175062725014
4689,LA,RED RIVER,2011,3944.9196225000223
4690,LA,RED RIVER,2012,4196.930344087514
4691,LA,RICHLAND,2006,3601.039180499985
4692,LA,RICHLAND,2007,4245.952966362493
4693,LA,RICHLAND,2008,4949.523682500039
4694,LA,RICHLAND,2009,5355.356055225071
4695,LA,RICHLAND,2010,5576.710035000068
4696,LA,RICHLAND,2011,6452.048970225132
4697,LA,RICHLAND,2012,6685.570680000118
4698,LA,SABINE,2006,4020.0915054500115
4699,LA,SABINE,2007,4242.411634762513
4700,LA,SABINE,2008,4539.390989762536
4701,LA,SABINE,2009,5150.443351350057
4702,LA,SABINE,2010,6158.118997725089
4703,LA,SABINE,2011,8055.022370437652
4704,LA,SABINE,2012,7472.093966587627
4705,LA,SAINT BERNARD,2006,6220.795090450042
4706,LA,SAINT BERNARD,2007,12027.46215938775
4707,LA,SAINT BERNARD,2008,12362.588848212745
4708,LA,SAINT BERNARD,2009,15677.883875212681
4709,LA,SAINT BERNARD,2010,19357.404897487904
4710,LA,SAINT BERNARD,2011,24301.443991125405
4711,LA,SAINT BERNARD,2012,31105.79445952559
4712,LA,SAINT CHARLES,2006,20960.431660250517
4713,LA,SAINT CHARLES,2007,28889.389073150764
4714,LA,SAINT CHARLES,2008,25946.057505700468
4715,LA,SAINT CHARLES,2009,25117.393764750446
4716,LA,SAINT CHARLES,2010,23158.941976575537
4717,LA,SAINT CHARLES,2011,22278.593438625572
4718,LA,SAINT CHARLES,2012,24901.05645090054
4719,LA,SAINT HELENA,2006,1411.7770900000007
4720,LA,SAINT HELENA,2007,1237.681225000001
4721,LA,SAINT HELENA,2008,1306.820000000001
4722,LA,SAINT HELENA,2009,1309.9287525000009
4723,LA,SAINT HELENA,2010,1401.070162500002
4724,LA,SAINT HELENA,2011,1182.541987500001
4725,LA,SAINT HELENA,2012,981.5304375000003
4726,LA,SAINT JAMES,2006,2299.359877725006
4727,LA,SAINT JAMES,2007,2647.9389238624976
4728,LA,SAINT JAMES,2008,2703.6406165874982
4729,LA,SAINT JAMES,2009,2664.4432052250054
4730,LA,SAINT JAMES,2010,2834.5766293125025
4731,LA,SAINT JAMES,2011,3680.647326562499
4732,LA,SAINT JAMES,2012,4313.484874950001
4733,LA,SAINT LANDRY,2006,29407.037045225698
4734,LA,SAINT LANDRY,2007,31319.417182863188
4735,LA,SAINT LANDRY,2008,34152.15152731328
4736,LA,SAINT LANDRY,2009,38958.60924135113
4737,LA,SAINT LANDRY,2010,39064.14047658859
4738,LA,SAINT LANDRY,2011,45661.22619112631
4739,LA,SAINT LANDRY,2012,47393.3319211136
4740,LA,SAINT MARTIN,2006,9418.159975812745
4741,LA,SAINT MARTIN,2007,11241.900685812794
4742,LA,SAINT MARTIN,2008,12041.295631750305
4743,LA,SAINT MARTIN,2009,12801.186825000319
4744,LA,SAINT MARTIN,2010,13301.271097725377
4745,LA,SAINT MARTIN,2011,15292.046670000454
4746,LA,SAINT MARTIN,2012,15510.978128400524
4747,LA,SAINT MARY,2006,13836.152285950438
4748,LA,SAINT MARY,2007,15554.985299762933
4749,LA,SAINT MARY,2008,18141.07470203799
4750,LA,SAINT MARY,2009,21393.967369312875
4751,LA,SAINT MARY,2010,22776.481282950495
4752,LA,SAINT MARY,2011,23302.22331045029
4753,LA,SAINT MARY,2012,26605.501642725314
4754,LA,SAINT TAMMANY,2006,116296.96667797476
4755,LA,SAINT TAMMANY,2007,128166.1589929386
4756,LA,SAINT TAMMANY,2008,127520.99632190076
4757,LA,SAINT TAMMANY,2009,130049.01674993821
4758,LA,SAINT TAMMANY,2010,124638.55050826365
4759,LA,SAINT TAMMANY,2011,136465.60221961263
4760,LA,SAINT TAMMANY,2012,153516.8059861612
4761,LA,ST JOHN THE BAPTIST,2006,6916.252454362626
4762,LA,ST JOHN THE BAPTIST,2007,8014.117848000172
4763,LA,ST JOHN THE BAPTIST,2008,8275.879833000206
4764,LA,ST JOHN THE BAPTIST,2009,9090.70650000018
4765,LA,ST JOHN THE BAPTIST,2010,10133.526577500217
4766,LA,ST JOHN THE BAPTIST,2011,11505.49780545025
4767,LA,ST JOHN THE BAPTIST,2012,12977.060477025274
4768,LA,TANGIPAHOA,2006,45676.94926990204
4769,LA,TANGIPAHOA,2007,51354.932183176934
4770,LA,TANGIPAHOA,2008,58748.08485043947
4771,LA,TANGIPAHOA,2009,69047.37442747744
4772,LA,TANGIPAHOA,2010,75754.2725311149
4773,LA,TANGIPAHOA,2011,80884.74339952723
4774,LA,TANGIPAHOA,2012,80018.30559337608
4775,LA,TENSAS,2006,316.8877784999992
4776,LA,TENSAS,2007,317.0667059999992
4777,LA,TENSAS,2008,380.2194374999985
4778,LA,TENSAS,2009,323.46187499999877
4779,LA,TENSAS,2010,475.5394124999959
4780,LA,TENSAS,2011,711.5918999999989
4781,LA,TENSAS,2012,588.8230874999991
4782,LA,TERREBONNE,2006,24503.81455595116
4783,LA,TERREBONNE,2007,26357.124676676274
4784,LA,TERREBONNE,2008,27740.908562813747
4785,LA,TERREBONNE,2009,28272.69646953844
4786,LA,TERREBONNE,2010,31942.584337726
4787,LA,TERREBONNE,2011,34830.65576317614
4788,LA,TERREBONNE,2012,40441.83687371394
4789,LA,UNION,2006,3011.306762724982
4790,LA,UNION,2007,3150.7835749999867
4791,LA,UNION,2008,3577.0050790874825
4792,LA,UNION,2009,3771.723884999981
4793,LA,UNION,2010,3598.199864999992
4794,LA,UNION,2011,4327.234200000011
4795,LA,UNION,2012,4968.783480000035
4796,LA,VERMILION,2006,10475.480183037918
4797,LA,VERMILION,2007,11275.819482387864
4798,LA,VERMILION,2008,11924.919392875368
4799,LA,VERMILION,2009,12413.679578625375
4800,LA,VERMILION,2010,15372.64318226298
4801,LA,VERMILION,2011,26569.639730212704
4802,LA,VERMILION,2012,15220.572373612982
4803,LA,VERNON,2006,8396.049788362612
4804,LA,VERNON,2007,10835.48701122518
4805,LA,VERNON,2008,12812.608433450177
4806,LA,VERNON,2009,14709.703972500172
4807,LA,VERNON,2010,16496.207846812766
4808,LA,VERNON,2011,21723.282601125222
4809,LA,VERNON,2012,25884.404319750094
4810,LA,WASHINGTON,2006,22215.57585117535
4811,LA,WASHINGTON,2007,20747.80167803783
4812,LA,WASHINGTON,2008,25645.67257567522
4813,LA,WASHINGTON,2009,23497.370235675276
4814,LA,WASHINGTON,2010,36846.636822488115
4815,LA,WASHINGTON,2011,67365.46879590146
4816,LA,WASHINGTON,2012,50333.99383316335
4817,LA,WEBSTER,2006,10502.47143393772
4818,LA,WEBSTER,2007,11226.553276612845
4819,LA,WEBSTER,2008,13568.984778150405
4820,LA,WEBSTER,2009,12969.597546112993
4821,LA,WEBSTER,2010,13009.432426800453
4822,LA,WEBSTER,2011,13720.795021350437
4823,LA,WEBSTER,2012,13724.404471350457
4824,LA,WEST BATON ROUGE,2006,9865.99312636262
4825,LA,WEST BATON ROUGE,2007,14221.595879000202
4826,LA,WEST BATON ROUGE,2008,17833.537239000147
4827,LA,WEST BATON ROUGE,2009,14392.586985000104
4828,LA,WEST BATON ROUGE,2010,14000.5325250001
4829,LA,WEST BATON ROUGE,2011,9453.043815000121
4830,LA,WEST BATON ROUGE,2012,10151.598060000117
4831,LA,WEST CARROLL,2006,1460.678895000006
4832,LA,WEST CARROLL,2007,1359.2455088625018
4833,LA,WEST CARROLL,2008,1456.6584338625032
4834,LA,WEST CARROLL,2009,1522.654125900003
4835,LA,WEST CARROLL,2010,1597.2765679500005
4836,LA,WEST CARROLL,2011,1918.2121463625022
4837,LA,WEST CARROLL,2012,2117.8953529499995
4838,LA,WEST FELICIANA,2006,1065.6991940000034
4839,LA,WEST FELICIANA,2007,1194.876399000003
4840,LA,WEST FELICIANA,2008,1325.67
4841,LA,WEST FELICIANA,2009,1727.2543125000027
4842,LA,WEST FELICIANA,2010,1884.3667274999996
4843,LA,WEST FELICIANA,2011,2329.0861613625016
4844,LA,WEST FELICIANA,2012,2243.945523862497
4845,LA,WINN,2006,4122.129535224983
4846,LA,WINN,2007,4002.7138874999646
4847,LA,WINN,2008,4711.664168862522
4848,LA,WINN,2009,5157.802740000039
4849,LA,WINN,2010,5326.771575225076
4850,LA,WINN,2011,6505.245592725143
4851,LA,WINN,2012,6397.830390000132
4852,MA,BARNSTABLE,2006,84944.65469865111
4853,MA,BARNSTABLE,2007,89861.12259180132
4854,MA,BARNSTABLE,2008,90902.67952803905
4855,MA,BARNSTABLE,2009,101501.8251508508
4856,MA,BARNSTABLE,2010,107608.71621903735
4857,MA,BARNSTABLE,2011,100860.79395746207
4858,MA,BARNSTABLE,2012,95710.12489923656
4859,MA,BERKSHIRE,2006,48825.785693438615
4860,MA,BERKSHIRE,2007,53390.13614636406
4861,MA,BERKSHIRE,2008,55299.17397622609
4862,MA,BERKSHIRE,2009,53141.83412295121
4863,MA,BERKSHIRE,2010,53602.568865000896
4864,MA,BERKSHIRE,2011,52350.462319088096
4865,MA,BERKSHIRE,2012,48506.08776772571
4866,MA,BRISTOL,2006,197121.49622531416
4867,MA,BRISTOL,2007,198157.16064967777
4868,MA,BRISTOL,2008,214010.17821652797
4869,MA,BRISTOL,2009,244699.6601974584
4870,MA,BRISTOL,2010,229182.09759611328
4871,MA,BRISTOL,2011,244029.41423396356
4872,MA,BRISTOL,2012,257159.3566658212
4873,MA,DUKES,2006,7475.415453862513
4874,MA,DUKES,2007,9903.427612500038
4875,MA,DUKES,2008,10021.896146362524
4876,MA,DUKES,2009,8408.255044312533
4877,MA,DUKES,2010,8639.16951750004
4878,MA,DUKES,2011,7804.728011362543
4879,MA,DUKES,2012,8236.309653862552
4880,MA,ESSEX,2006,185045.62149255694
4881,MA,ESSEX,2007,209342.8709085339
4882,MA,ESSEX,2008,212236.84097206878
4883,MA,ESSEX,2009,239052.66096537432
4884,MA,ESSEX,2010,269368.3150096915
4885,MA,ESSEX,2011,303525.9073261583
4886,MA,ESSEX,2012,322937.42878782173
4887,MA,FRANKLIN,2006,17214.52158472504
4888,MA,FRANKLIN,2007,19230.65425462514
4889,MA,FRANKLIN,2008,20889.343442625228
4890,MA,FRANKLIN,2009,22061.686770450182
4891,MA,FRANKLIN,2010,21354.678742500208
4892,MA,FRANKLIN,2011,21994.310872500246
4893,MA,FRANKLIN,2012,23744.894178862814
4894,MA,HAMPDEN,2006,185506.2593687275
4895,MA,HAMPDEN,2007,208035.00941617577
4896,MA,HAMPDEN,2008,213271.84736002644
4897,MA,HAMPDEN,2009,228840.73749784377
4898,MA,HAMPDEN,2010,244066.2260577005
4899,MA,HAMPDEN,2011,254228.08654815063
4900,MA,HAMPDEN,2012,261462.96353111166
4901,MA,HAMPSHIRE,2006,44670.084354000996
4902,MA,HAMPSHIRE,2007,52555.53129972621
4903,MA,HAMPSHIRE,2008,59200.42686000107
4904,MA,HAMPSHIRE,2009,66621.9399981761
4905,MA,HAMPSHIRE,2010,71089.31540340057
4906,MA,HAMPSHIRE,2011,74126.37401021253
4907,MA,HAMPSHIRE,2012,76671.68207156307
4908,MA,MIDDLESEX,2006,238782.98006584216
4909,MA,MIDDLESEX,2007,267364.89425062854
4910,MA,MIDDLESEX,2008,272362.81124146434
4911,MA,MIDDLESEX,2009,285487.45438048313
4912,MA,MIDDLESEX,2010,294584.7257497279
4913,MA,MIDDLESEX,2011,304638.40584973077
4914,MA,MIDDLESEX,2012,306648.3117555105
4915,MA,NANTUCKET,2006,2415.9532240875
4916,MA,NANTUCKET,2007,2389.949352037497
4917,MA,NANTUCKET,2008,2749.864714537502
4918,MA,NANTUCKET,2009,2656.498180200003
4919,MA,NANTUCKET,2010,2211.670959975
4920,MA,NANTUCKET,2011,2071.8803454374975
4921,MA,NANTUCKET,2012,2352.785773387506
4922,MA,NORFOLK,2006,168404.80649561275
4923,MA,NORFOLK,2007,177678.95635226186
4924,MA,NORFOLK,2008,172083.62135888936
4925,MA,NORFOLK,2009,172686.23945835416
4926,MA,NORFOLK,2010,186118.64264384887
4927,MA,NORFOLK,2011,200333.09759703523
4928,MA,NORFOLK,2012,190946.93645332014
4929,MA,PLYMOUTH,2006,137736.1012370241
4930,MA,PLYMOUTH,2007,151452.7241748736
4931,MA,PLYMOUTH,2008,158494.47877970003
4932,MA,PLYMOUTH,2009,170299.21275739092
4933,MA,PLYMOUTH,2010,179280.30747134995
4934,MA,PLYMOUTH,2011,187834.57022725962
4935,MA,PLYMOUTH,2012,190766.34359106913
4936,MA,SUFFOLK,2006,130572.72562695453
4937,MA,SUFFOLK,2007,141347.05465054177
4938,MA,SUFFOLK,2008,136936.63681890632
4939,MA,SUFFOLK,2009,140199.31623953185
4940,MA,SUFFOLK,2010,145241.15446616503
4941,MA,SUFFOLK,2011,153097.50223755103
4942,MA,SUFFOLK,2012,157245.96417288636
4943,MA,WORCESTER,2006,211973.28235710345
4944,MA,WORCESTER,2007,244717.5196276174
4945,MA,WORCESTER,2008,258418.93760621978
4946,MA,WORCESTER,2009,284855.905376867
4947,MA,WORCESTER,2010,284799.543216007
4948,MA,WORCESTER,2011,298221.63162304537
4949,MA,WORCESTER,2012,319107.52268681856
4950,MT,BEAVERHEAD,2006,1804.2792749999996
4951,MT,BEAVERHEAD,2007,1586.267475000002
4952,MT,BEAVERHEAD,2008,1389.8817750000023
4953,MT,BEAVERHEAD,2009,1491.9440250000023
4954,MT,BEAVERHEAD,2010,1887.2185425000027
4955,MT,BEAVERHEAD,2011,2008.949302500004
4956,MT,BEAVERHEAD,2012,2283.4836413625067
4957,MT,BIG HORN,2006,1531.0910865000021
4958,MT,BIG HORN,2007,1611.5102588625036
4959,MT,BIG HORN,2008,1502.794882725003
4960,MT,BIG HORN,2009,1889.8941231750027
4961,MT,BIG HORN,2010,2001.9197145375051
4962,MT,BIG HORN,2011,2062.4017356750064
4963,MT,BIG HORN,2012,2041.5408827250037
4964,MT,BLAINE,2006,271.8287999999997
4965,MT,BLAINE,2007,286.5026249999997
4966,MT,BLAINE,2008,420.6364649999997
4967,MT,BLAINE,2009,608.8367999999999
4968,MT,BLAINE,2010,702.2490000000014
4969,MT,BLAINE,2011,731.9694000000019
4970,MT,BLAINE,2012,692.3915025000016
4971,MT,BROADWATER,2006,472.43811449999936
4972,MT,BROADWATER,2007,495.13297499999936
4973,MT,BROADWATER,2008,804.5343375000011
4974,MT,BROADWATER,2009,781.3893000000003
4975,MT,BROADWATER,2010,848.6484749999997
4976,MT,BROADWATER,2011,1138.747425
4977,MT,BROADWATER,2012,1374.532725
4978,MT,CARBON,2006,966.7930680000019
4979,MT,CARBON,2007,919.807837500001
4980,MT,CARBON,2008,814.9607625000019
4981,MT,CARBON,2009,919.9287750000015
4982,MT,CARBON,2010,873.4244663625017
4983,MT,CARBON,2011,1103.5433702250018
4984,MT,CARBON,2012,1288.4185125000013
4985,MT,CARTER,2012,0.3027
4986,MT,CASCADE,2006,24848.77674600126
4987,MT,CASCADE,2007,28295.859964501324
4988,MT,CASCADE,2008,31969.418040863966
4989,MT,CASCADE,2009,33850.2079584013
4990,MT,CASCADE,2010,34384.212900901715
4991,MT,CASCADE,2011,34403.82986385154
4992,MT,CASCADE,2012,37845.210457013585
4993,MT,CHOUTEAU,2006,951.5645250000006
4994,MT,CHOUTEAU,2007,926.8514250000013
4995,MT,CHOUTEAU,2008,958.0830750000013
4996,MT,CHOUTEAU,2009,1149.198750000002
4997,MT,CHOUTEAU,2010,911.5462125000008
4998,MT,CHOUTEAU,2011,941.3477475000027
4999,MT,CHOUTEAU,2012,1103.1856200000016
5000,MT,CUSTER,2006,4175.356612499999
5001,MT,CUSTER,2007,6316.788262500043
5002,MT,CUSTER,2008,6454.325475000045
5003,MT,CUSTER,2009,8555.40697500007
5004,MT,CUSTER,2010,9007.264012500094
5005,MT,CUSTER,2011,8508.229432725131
5006,MT,CUSTER,2012,8139.099589087614
5007,MT,DANIELS,2006,121.10254950000001
5008,MT,DANIELS,2007,152.28354599999997
5009,MT,DANIELS,2008,132.09705
5010,MT,DANIELS,2009,261.3683624999998
5011,MT,DANIELS,2010,342.84063749999984
5012,MT,DANIELS,2011,476.78902499999975
5013,MT,DANIELS,2012,430.3028999999998
5014,MT,DAWSON,2006,2609.259205500007
5015,MT,DAWSON,2007,2879.7696878625047
5016,MT,DAWSON,2008,3302.1892200000066
5017,MT,DAWSON,2009,3621.7855125000046
5018,MT,DAWSON,2010,4578.255791362525
5019,MT,DAWSON,2011,4614.0599250000305
5020,MT,DAWSON,2012,4779.080662500023
5021,MT,DEER LODGE,2006,2530.5559245000027
5022,MT,DEER LODGE,2007,3133.521322499998
5023,MT,DEER LODGE,2008,3807.9497599500028
5024,MT,DEER LODGE,2009,3424.0215750000066
5025,MT,DEER LODGE,2010,3447.568361587515
5026,MT,DEER LODGE,2011,3462.54810000001
5027,MT,DEER LODGE,2012,3201.775507500013
5028,MT,FALLON,2006,862.2539760000002
5029,MT,FALLON,2007,745.7787360000003
5030,MT,FALLON,2008,662.438896500001
5031,MT,FALLON,2009,874.1570250000015
5032,MT,FALLON,2010,798.7978499999997
5033,MT,FALLON,2011,894.3433875000001
5034,MT,FALLON,2012,947.5145250000014
5035,MT,FERGUS,2006,2647.2912643625077
5036,MT,FERGUS,2007,2391.518020725009
5037,MT,FERGUS,2008,2364.3516225000026
5038,MT,FERGUS,2009,2304.419332500003
5039,MT,FERGUS,2010,2677.8825563625087
5040,MT,FERGUS,2011,3280.810837500019
5041,MT,FERGUS,2012,3427.4562000000096
5042,MT,FLATHEAD,2006,48138.36136900208
5043,MT,FLATHEAD,2007,51194.814495501916
5044,MT,FLATHEAD,2008,57954.76704958928
5045,MT,FLATHEAD,2009,56153.62798961389
5046,MT,FLATHEAD,2010,50114.53049201362
5047,MT,FLATHEAD,2011,46531.45834860089
5048,MT,FLATHEAD,2012,43667.56414380071
5049,MT,GALLATIN,2006,10981.191099450261
5050,MT,GALLATIN,2007,12033.124284750389
5051,MT,GALLATIN,2008,13690.326356475525
5052,MT,GALLATIN,2009,15968.252053838221
5053,MT,GALLATIN,2010,19747.798066088377
5054,MT,GALLATIN,2011,20791.40516017576
5055,MT,GALLATIN,2012,22186.1828752132
5056,MT,GARFIELD,2006,40.65045000000003
5057,MT,GARFIELD,2007,15.740399999999994
5058,MT,GARFIELD,2008,19.070100000000004
5059,MT,GARFIELD,2009,24.512137500000023
5060,MT,GARFIELD,2010,0.6054
5061,MT,GLACIER,2006,2805.5248080000038
5062,MT,GLACIER,2007,3118.472790000003
5063,MT,GLACIER,2008,3765.2776125000128
5064,MT,GLACIER,2009,4027.1078625000105
5065,MT,GLACIER,2010,4986.046087500015
5066,MT,GLACIER,2011,4615.384215000025
5067,MT,GLACIER,2012,4775.268975000018
5068,MT,GRANITE,2010,26.902874999999998
5069,MT,GRANITE,2011,273.44418749999994
5070,MT,GRANITE,2012,208.36169999999976
5071,MT,HILL,2006,4613.69036250001
5072,MT,HILL,2007,4051.776015
5073,MT,HILL,2008,5737.906443037559
5074,MT,HILL,2009,7008.294558862621
5075,MT,HILL,2010,6603.246480000125
5076,MT,HILL,2011,5586.803891362576
5077,MT,HILL,2012,5637.8710465875565
5078,MT,JEFFERSON,2006,747.4762935000015
5079,MT,JEFFERSON,2007,815.0057670000016
5080,MT,JEFFERSON,2008,722.6740470000007
5081,MT,JEFFERSON,2009,882.8536500000012
5082,MT,JEFFERSON,2010,907.6974375000026
5083,MT,JEFFERSON,2011,1017.0980775000014
5084,MT,JEFFERSON,2012,1070.3488577250007
5085,MT,JUDITH BASIN,2006,0.6054
5086,MT,JUDITH BASIN,2007,0.3027
5087,MT,JUDITH BASIN,2008,0.3027
5088,MT,JUDITH BASIN,2009,0.6054
5089,MT,JUDITH BASIN,2010,1.2108
5090,MT,JUDITH BASIN,2011,0.6054
5091,MT,JUDITH BASIN,2012,0.6054
5092,MT,LAKE,2006,6907.033648612531
5093,MT,LAKE,2007,7620.287414737535
5094,MT,LAKE,2008,8908.080446562562
5095,MT,LAKE,2009,9425.16355522516
5096,MT,LAKE,2010,9814.523265000193
5097,MT,LAKE,2011,10932.295878862718
5098,MT,LAKE,2012,12246.129514537617
5099,MT,LEWIS AND CLARK,2006,14748.551671500172
5100,MT,LEWIS AND CLARK,2007,16881.854311500312
5101,MT,LEWIS AND CLARK,2008,19983.752957312958
5102,MT,LEWIS AND CLARK,2009,20974.631336813036
5103,MT,LEWIS AND CLARK,2010,20945.356497038214
5104,MT,LEWIS AND CLARK,2011,22080.492087713275
5105,MT,LEWIS AND CLARK,2012,21441.811634513037
5106,MT,LIBERTY,2006,86.967102
5107,MT,LIBERTY,2007,166.29975299999998
5108,MT,LIBERTY,2008,211.35575399999993
5109,MT,LIBERTY,2009,146.63355
5110,MT,LIBERTY,2010,126.41534999999998
5111,MT,LIBERTY,2011,202.15537500000002
5112,MT,LIBERTY,2012,88.876275
5113,MT,LINCOLN,2006,9734.053466500054
5114,MT,LINCOLN,2007,9679.530850500021
5115,MT,LINCOLN,2008,11307.32349150006
5116,MT,LINCOLN,2009,12056.278912500095
5117,MT,LINCOLN,2010,13394.870216362644
5118,MT,LINCOLN,2011,13562.60959931262
5119,MT,LINCOLN,2012,14469.0095065876
5120,MT,MADISON,2006,627.5789250000001
5121,MT,MADISON,2007,1224.039900000002
5122,MT,MADISON,2008,1210.4046000000021
5123,MT,MADISON,2009,1223.6150625000028
5124,MT,MADISON,2010,1053.503850000002
5125,MT,MADISON,2011,1307.4852750000023
5126,MT,MADISON,2012,1343.5893000000037
5127,MT,MEAGHER,2006,226.08813749999985
5128,MT,MEAGHER,2007,223.7003999999999
5129,MT,MEAGHER,2008,220.7367788624998
5130,MT,MEAGHER,2009,188.37397499999986
5131,MT,MEAGHER,2010,322.43366249999985
5132,MT,MEAGHER,2011,431.60201249999966
5133,MT,MEAGHER,2012,463.71941249999963
5134,MT,MINERAL,2006,802.9987770000022
5135,MT,MINERAL,2007,1231.9875000000043
5136,MT,MINERAL,2008,1280.1916500000038
5137,MT,MINERAL,2009,1405.4419125000038
5138,MT,MINERAL,2010,1874.1197477250043
5139,MT,MINERAL,2011,2093.9668163625047
5140,MT,MINERAL,2012,1876.3417129500033
5141,MT,MISSOULA,2006,29066.16945003885
5142,MT,MISSOULA,2007,29767.07407498871
5143,MT,MISSOULA,2008,31938.319305526245
5144,MT,MISSOULA,2009,34340.344663388365
5145,MT,MISSOULA,2010,38241.16618567632
5146,MT,MISSOULA,2011,41627.34458771376
5147,MT,MISSOULA,2012,43455.24473928878
5148,MT,MUSSELSHELL,2006,1194.1760130000007
5149,MT,MUSSELSHELL,2007,1269.2736344999998
5150,MT,MUSSELSHELL,2008,1443.5726625000004
5151,MT,MUSSELSHELL,2009,1768.1390249999965
5152,MT,MUSSELSHELL,2010,2150.736487499997
5153,MT,MUSSELSHELL,2011,2331.125700000003
5154,MT,MUSSELSHELL,2012,2167.580325000002
5155,MT,PARK,2006,3053.4493967250064
5156,MT,PARK,2007,3533.474387925
5157,MT,PARK,2008,3773.0338081500076
5158,MT,PARK,2009,4567.2706049625185
5159,MT,PARK,2010,6335.250586312594
5160,MT,PARK,2011,6841.4633581500575
5161,MT,PARK,2012,7763.632596787604
5162,MT,PHILLIPS,2006,568.1276609999986
5163,MT,PHILLIPS,2007,549.0635249999981
5164,MT,PHILLIPS,2008,483.70117499999793
5165,MT,PHILLIPS,2009,629.8993874999995
5166,MT,PHILLIPS,2010,632.3713874999997
5167,MT,PHILLIPS,2011,811.1365199999997
5168,MT,PHILLIPS,2012,1034.416927500003
5169,MT,PONDERA,2006,1401.964162500001
5170,MT,PONDERA,2007,1421.8690163625026
5171,MT,PONDERA,2008,1442.9967150000014
5172,MT,PONDERA,2009,1681.949741362504
5173,MT,PONDERA,2010,1959.4670625000022
5174,MT,PONDERA,2011,2046.8489068125045
5175,MT,PONDERA,2012,2380.3053347625064
5176,MT,POWDER RIVER,2006,187.0830749999998
5177,MT,POWDER RIVER,2007,223.78627499999988
5178,MT,POWDER RIVER,2008,323.0873249999998
5179,MT,POWDER RIVER,2009,446.5859999999995
5180,MT,POWDER RIVER,2010,317.4440249999997
5181,MT,POWDER RIVER,2011,390.9026249999994
5182,MT,POWDER RIVER,2012,612.1852500000003
5183,MT,POWELL,2006,1121.562562500003
5184,MT,POWELL,2007,1463.6857125000042
5185,MT,POWELL,2008,1499.9404500000046
5186,MT,POWELL,2009,2189.819115000006
5187,MT,POWELL,2010,3514.3066125000073
5188,MT,POWELL,2011,3488.170878862508
5189,MT,POWELL,2012,3249.783247500006
5190,MT,RAVALLI,2006,10335.214484625048
5191,MT,RAVALLI,2007,9153.562930612568
5192,MT,RAVALLI,2008,10831.670561737634
5193,MT,RAVALLI,2009,11997.939921562704
5194,MT,RAVALLI,2010,13148.338524525268
5195,MT,RAVALLI,2011,14472.726347250305
5196,MT,RAVALLI,2012,16598.111036325212
5197,MT,RICHLAND,2006,1112.0626095000025
5198,MT,RICHLAND,2007,1317.4216590000017
5199,MT,RICHLAND,2008,1513.0638210000059
5200,MT,RICHLAND,2009,1679.2378875000043
5201,MT,RICHLAND,2010,1811.9812575000008
5202,MT,RICHLAND,2011,2369.6368200000024
5203,MT,RICHLAND,2012,2715.2909400000112
5204,MT,ROOSEVELT,2006,858.6225930000002
5205,MT,ROOSEVELT,2007,467.49631199999936
5206,MT,ROOSEVELT,2008,450.29513249999917
5207,MT,ROOSEVELT,2009,1227.3551025000027
5208,MT,ROOSEVELT,2010,1704.6274875000051
5209,MT,ROOSEVELT,2011,1830.6409125000068
5210,MT,ROOSEVELT,2012,2376.3536625000065
5211,MT,ROSEBUD,2006,991.4116875000008
5212,MT,ROSEBUD,2007,1157.7101250000012
5213,MT,ROSEBUD,2008,1341.3510825000012
5214,MT,ROSEBUD,2009,1517.7174000000002
5215,MT,ROSEBUD,2010,1903.4204399999999
5216,MT,ROSEBUD,2011,2217.360915000005
5217,MT,ROSEBUD,2012,2431.9333627125066
5218,MT,SANDERS,2006,1877.2369710000073
5219,MT,SANDERS,2007,3082.3341900000173
5220,MT,SANDERS,2008,4242.338287500027
5221,MT,SANDERS,2009,3930.52279886252
5222,MT,SANDERS,2010,4461.945941362524
5223,MT,SANDERS,2011,5075.2249275000495
5224,MT,SANDERS,2012,6201.746921362549
5225,MT,SHERIDAN,2006,338.297484
5226,MT,SHERIDAN,2007,472.14966599999974
5227,MT,SHERIDAN,2008,705.9310590000001
5228,MT,SHERIDAN,2009,516.4174499999995
5229,MT,SHERIDAN,2010,584.8700249999996
5230,MT,SHERIDAN,2011,798.9594000000002
5231,MT,SHERIDAN,2012,711.8907749999997
5232,MT,SILVER BOW,2006,11767.994081812536
5233,MT,SILVER BOW,2007,13268.592819762642
5234,MT,SILVER BOW,2008,15208.882315212717
5235,MT,SILVER BOW,2009,17378.986552012666
5236,MT,SILVER BOW,2010,17390.01571293773
5237,MT,SILVER BOW,2011,17542.562071800156
5238,MT,SILVER BOW,2012,18041.924692012657
5239,MT,STILLWATER,2006,1393.705687500002
